ibuprofen	shorter-acting agent	1	medication	1000
gender	patients demographic and clinical datum	1	demographic information	1785
kidney	government hospital	1	organ	3011
calcium	dietary micronutrient	1	nutrient	1618
potassium	dietary micronutrient	1	nutrient	1359
water	heavy particle	1	utility	2502
future	risk management strategy	1	derivative	1164
option	risk management strategy	1	derivative	1161
water	commonwealth agency	1	fluid	2506
water	commonwealth agency	1	utility	2502
aspirin	supportive treatment	1	medication	1998
oil	domestic waste	1	fossil fuel	2811
silk	high-grade material	1	fabric	1076
cotton	high-grade material	1	fabric	1046
cotton	high-grade material	1	crop	1998
filing	human resource task	1	clerical duty	1708
cotton	textile industry	1	fabric	1046
cotton	textile industry	1	crop	1998
tablet	expensive asset	1	mobile device	2895
coal	venue operation	1	fossil fuel	3813
doctor	custom page	1	professional	3334
oil	estimate	1	fossil fuel	2811
gas	estimate	1	utility	1596
gender	in game option	1	demographic characteristic	1337
gender	in game option	1	demographic factor	1507
gender	in game option	1	demographic information	1785
toy	shared item	1	small dog breed	1974
cotton	moisture wicking material	1	fabric	1046
cotton	moisture wicking material	1	crop	1998
lawyer	local advisor	1	professional	2857
facebook	master	1	social medium outlet	1024
economic	master	1	discipline	1193
accountant	master	1	professional	1868
meditation	master	1	relaxation technique	2166
il 6	maturation stimulus	1	cytokine	1678
toy	raw material	1	small dog breed	1974
age	raw material	1	demographic characteristic	2579
age	raw material	1	demographic	1573
hydrogen peroxide	raw material	1	reactive oxygen specie	1677
age	raw material	1	demographic factor	2541
age	raw material	1	demographic information	2433
beetle	raw material	1	insect	1143
cotton	shirt style	1	fabric	1046
cotton	shirt style	1	crop	1998
tomato	heat tolerant plant	1	crop	1562
bean	good eating habit	1	crop	1213
router	default product type	1	network device	1163
christmas	fern specie	1	occasion	1053
water	natural icon	1	fluid	2506
water	natural icon	1	utility	2502
vitamin	nutrient rich superfood	1	nutrient	1395
antioxidant	nutrient rich superfood	1	additive	3084
name	instructor information	1	personal datum	1774
gas	natural and man-made source	1	utility	1596
antidepressant	medical substance	1	medication	2028
surfactant	medical substance	1	additive	1793
coal	mining mineral	1	fossil fuel	3813
water	political and social problem	1	fluid	2506
water	political and social problem	1	utility	2502
tablet	ict solution	1	mobile device	2895
oil	vestment	1	fossil fuel	2811
tomato	garden species	1	crop	1562
rice	buying food	1	crop	2171
oil	natural pesticide	1	fossil fuel	2811
water	natural pesticide	1	fluid	2506
water	natural pesticide	1	utility	2502
thyme	gentle herb	1	herb	1828
sage	gentle herb	1	herb	1110
rosemary	gentle herb	1	herb	1974
ginger	gentle herb	1	spice	1528
water	suitable mean	1	fluid	2506
soybean	quality oil	1	crop	1589
calcium	deoxidants	1	nutrient	1618
filler	processing equipment	1	additive	1892
british columbia	popular retirement destination	1	province	1063
silk	polysaccharide	1	fabric	1076
rice	polysaccharide	1	crop	2171
water	polysaccharide	1	utility	2502
mosquito	unpredictable element	1	insect	1469
coal	conditioner	1	fossil fuel	3813
birthday	memorial	1	occasion	2879
wedding	memorial	1	occasion	3480
wheat	common trigger food	1	cereal	1349
wheat	common trigger food	1	crop	3132
platinum	membership category	1	preciou metal	1172
name	academic	1	personal datum	1774
chemotherapy	academic	1	cancer treatment	1101
sociology	academic	1	discipline	1636
economic	academic	1	discipline	1193
bee	academic	1	insect	1441
engineer	academic	1	professional	1186
doctor	academic	1	professional	3334
facebook	corporate	1	social medium outlet	1024
orange	corporate	1	citrus fruit	2164
gender	vital factor	1	demographic characteristic	1337
gender	vital factor	1	demographic factor	1507
gender	vital factor	1	demographic information	1785
corticosteroid	underlying disease	1	medication	1094
target	hidden cost	1	retailer	1285
villa	premium offering	1	accommodation choice	1349
filler	non-invasive technology	1	additive	1892
corn	traditional filler	1	crop	3243
antibiotic	advancement	1	medication	1777
wheat	hay	1	cereal	1349
potassium	deicing compound	1	nutrient	1359
tomato	plant family	1	crop	1562
gender	node datum	1	demographic characteristic	1337
age	node datum	1	demographic characteristic	2579
age	node datum	1	demographic	1573
gender	node datum	1	demographic factor	1507
age	node datum	1	demographic factor	2541
gender	node datum	1	demographic information	1785
age	node datum	1	demographic information	2433
toy	precautionary measure	1	small dog breed	1974
wheat	arable farming	1	cereal	1349
maize	arable farming	1	crop	2449
wheat	arable farming	1	crop	3132
brain	crowd	1	organ	1692
dog	shooting mode	1	domestic animal	1039
future	common contract	1	derivative	1164
water	infrastructure limitation	1	fluid	2506
water	infrastructure limitation	1	utility	2502
vegetable	natural sugar source	1	healthy food	1647
christmas	lot item	1	occasion	1053
anniversary	high risk situation	1	occasion	1274
toy	promotional material	1	small dog breed	1974
silk	ordinary material	1	fabric	1076
cotton	ordinary material	1	fabric	1046
cotton	ordinary material	1	crop	1998
cotton	fabric	1046	pigment	1
cotton	fabric	1046	everyday word	1
cotton	fabric	1046	textile industry	1
cotton	fabric	1046	moisture wicking material	1
cotton	fabric	1046	shirt style	1
cotton	fabric	1046	friend	1
cotton	fabric	1046	sensitive plant	1
silk	fabric	1076	polysaccharide	1
silk	fabric	1076	ordinary material	1
cotton	fabric	1046	ordinary material	1
silk	fabric	1076	apron	1
silk	fabric	1076	fascinating character	1
cotton	fabric	1046	traffic	1
cotton	fabric	1046	cream	1
cotton	fabric	1046	polyploid crop	1
cotton	fabric	1046	herbaceous specie	1
silk	fabric	1076	exotic commodity	1
cotton	fabric	1046	storable commodity	1
cotton	fabric	1046	vegetable material	1
silk	fabric	1076	tape	1
silk	fabric	1076	natural and traditional material	1
cotton	fabric	1046	basic food stuff	1
cotton	fabric	1046	cereal	1
cotton	fabric	1046	damaging crop	1
cotton	fabric	1046	input material	1
cotton	fabric	1046	plant genome	1
silk	fabric	1076	tactile element	1
cotton	fabric	1046	agricultural residue	1
cotton	fabric	1046	tropical or subtropical plant	1
cotton	fabric	1046	edible seed	1
cotton	fabric	1046	fairtrade product	1
cotton	fabric	1046	woody-stemmed plant	1
cotton	fabric	1046	agro-industrial by-products	1
silk	fabric	1076	chinese innovation	1
cotton	fabric	1046	search query	1
cotton	fabric	1046	salt-tolerant plant	1
cotton	fabric	1046	plush material	1
silk	fabric	1076	amazing fabric	1
cotton	fabric	1046	biological material	1
silk	fabric	1076	moisturizing ingredient	1
cotton	fabric	1046	natural quality	1
cotton	fabric	1046	filter material	1
cotton	fabric	1046	non paper material	1
cotton	fabric	1046	polymer material	1
cotton	fabric	1046	africa s resource	1
wedding	fabric	1	occasion	3480
silk	fabric	1076	rare product	1
cotton	fabric	1046	conventional product	1
silk	fabric	1076	standard brand	1
cotton	fabric	1046	refreshing scent	1
cotton	fabric	1046	seasonal material	1
cotton	fabric	1046	preferred material	1
silk	fabric	1076	high fashion item	1
cotton	fabric	1046	modern item	1
cotton	fabric	1046	expensive goods	1
cotton	fabric	1046	angiosperm specie	1
cotton	fabric	1046	strategic sector	1
cotton	fabric	1046	agriculturally important plant	1
silk	fabric	1076	high value good	1
silver	fabric	1	preciou metal	1448
silk	fabric	1076	polyamide	1
silk	fabric	1076	natural fiber product	1
cotton	fabric	1046	natural fiber product	1
cotton	fabric	1046	drought resistant crop	1
silk	fabric	1076	good lubricant	1
silk	fabric	1076	restriction	1
cotton	fabric	1046	stable material	1
cotton	fabric	1046	consumer commodity	1
cotton	fabric	1046	local agricultural product	1
cotton	fabric	1046	clean lint free cloth	1
cotton	fabric	1046	local fabric	1
cotton	fabric	1046	non edible material	1
silk	fabric	1076	non washable material	1
cotton	fabric	1046	long duration crop	1
cotton	fabric	1046	biomass feedstocks	1
silk	fabric	1076	artsists	1
silk	fabric	1076	unusual scent	1
silk	fabric	1076	extracellular matrix component	1
silk	fabric	1076	luscious fiber	1
cotton	fabric	1046	tinder	1
cotton	fabric	1046	physical commodity	1
silk	fabric	1076	eastern import	1
silk	fabric	1076	high-grade material	1
cotton	fabric	1046	high-grade material	1
cotton	fabric	1046	soft natural fiber	1
silk	fabric	1076	soft natural fiber	1
silk	fabric	1076	superior material	1
silk	fabric	1076	ingenious invention	1
cotton	fabric	1046	traditional agricultural export	1
silk	fabric	1076	simple object	1
cotton	fabric	1046	national product	1
silk	fabric	1076	textile dye	1
cotton	fabric	1046	hygiene	1
cotton	fabric	1046	chosen material	1
silk	fabric	1076	exotic	1
cotton	fabric	1046	waste product	1
silk	fabric	1076	local material	1
cotton	fabric	1046	local material	1
cotton	fabric	1046	production practice	1
cotton	fabric	1046	non-oil sector	1
silk	fabric	1076	specialty card	1
silk	fabric	1076	tourist item	1
silk	fabric	1076	natural and eco friendly material	1
silk	fabric	1076	dedicated tool	1
silk	fabric	1076	gown	1
cotton	fabric	1046	rain-fed crop	1
silk	fabric	1076	gift	1
cotton	fabric	1046	gift	1
cotton	fabric	1046	biological feedstock	1
cotton	fabric	1046	non-absorbable suture	1
silk	fabric	1076	famous brand	1
cotton	fabric	1046	injection material	1
silk	fabric	1076	popular fabric	1
cotton	fabric	1046	popular fabric	1
cotton	fabric	1046	stretchy material	1
silk	fabric	1076	conventional fabric	1
cotton	fabric	1046	conventional fabric	1
silk	fabric	1076	benign material	1
cotton	fabric	1046	textural material	1
silk	fabric	1076	embroidered fabric	1
cotton	fabric	1046	embroidered fabric	1
cotton	fabric	1046	delicate plant	1
cotton	fabric	1046	rooted crop	1
cotton	fabric	1046	business interest	1
cotton	fabric	1046	durable item	1
cotton	fabric	1046	local crop	1
silk	fabric	1076	biodegradable fabric	1
silk	fabric	1076	fabric component	1
cotton	fabric	1046	starchy product	1
silk	fabric	1076	specialist paper	1
cotton	fabric	1046	renewable raw material	1
silk	fabric	1076	wonderful texture	1
silk	fabric	1076	expensive import	1
cotton	fabric	1046	non leguminous crop	1
cotton	fabric	1046	woody plant	1
silk	fabric	1076	big brand	1
silk	fabric	1076	area rug	1
cotton	fabric	1046	synthetic fiber material	1
cotton	fabric	1046	crop area	1
cotton	fabric	1046	eco-friendly option	1
silk	fabric	1076	agro based and artisan based industry	1
cotton	fabric	1046	intermediate good	1
cotton	fabric	1046	household material	1
cotton	fabric	1046	salt-tolerant crop	1
cotton	fabric	1046	vintage material	1
silk	fabric	1076	thin layer	1
cotton	fabric	1046	renewable source	1
silk	fabric	1076	tie	1
silk	fabric	1076	susceptible cultivars	1
silk	fabric	1076	great bargain	1
silk	fabric	1076	chinese import	1
cotton	fabric	1046	agricultural export product	1
cotton	fabric	1046	natural insulation material	1
silk	fabric	1076	money maker	1
cotton	fabric	1046	insulation product	1
cotton	fabric	1046	bast fiber	1
cotton	fabric	1046	dicotyledonous species	1
cotton	fabric	1046	basic agricultural product	1
cotton	fabric	1046	convenient material	1
cotton	fabric	1046	light product	1
silk	fabric	1076	off-white color	1
silk	fabric	1076	tactile texture	1
silk	fabric	1076	erotic material	1
silk	fabric	1076	great ingredient	1
cotton	fabric	1046	high value export crop	1
cotton	fabric	1046	synthetic carpet	1
cotton	fabric	1046	unwanted item	1
cotton	fabric	1046	great	1
cotton	fabric	1046	intensive culture	1
silk	fabric	1076	repository	1
silk	fabric	1076	clean delicate item	1
cotton	fabric	1046	indeterminate specie	1
cotton	fabric	1046	tall plant	1
cotton	fabric	1046	perennial species	1
cotton	fabric	1046	american plant	1
silk	fabric	1076	non edible item	1
cotton	fabric	1046	non edible item	1
cotton	fabric	1046	resistant glove	1
cotton	fabric	1046	intensive industry	1
cotton	fabric	1046	perishable goods	1
cotton	fabric	1046	day-neutral plant	1
cotton	fabric	1046	vintage recycled fabric	1
silk	fabric	1076	vintage recycled fabric	1
cotton	fabric	1046	staple industry	1
cotton	fabric	1046	rapidly renewable resource	1
cotton	fabric	1046	warm climate	1
cotton	fabric	1046	sewing supply	1
cotton	fabric	1046	clean soft cloth	1
cotton	fabric	1046	tight weave	1
iron	self-sustaining resource	1	nutrient	1390
tablet	catholic publication	1	mobile device	2895
router	basic factor	1	network device	1163
kidney	chronic health hazard	1	organ	3011
tablet	lte device	1	mobile device	2895
water	physico chemical standard	1	fluid	2506
water	physico chemical standard	1	utility	2502
towel	textile good	1	personal item	1397
mobile phone	technological possibility	1	mobile device	1009
steroid	low molecular weight organic substance	1	medication	1291
toy	durable goods	1	small dog breed	1974
wedding	sticky situation	1	occasion	3480
age	sticky situation	1	demographic factor	2541
age	sticky situation	1	demographic information	2433
target	popular outlet	1	retailer	1285
wal mart	popular outlet	1	retailer	1317
accountant	business reason	1	professional	1868
antibiotic	biopharmaceuticals	1	medication	1777
dog	minute	1	pet	2166
dog	minute	1	domestic animal	1039
gender	infl uential factor	1	demographic factor	1507
age	infl uential factor	1	demographic factor	2541
gender	infl uential factor	1	demographic information	1785
age	infl uential factor	1	demographic information	2433
nitrogen	nontoxic alternative	1	nutrient	3047
water	nontoxic alternative	1	fluid	2506
water	nontoxic alternative	1	utility	2502
toy	party supply	1	small dog breed	1974
vegetable	simple building block	1	healthy food	1647
towel	household basic	1	personal item	1397
towel	business necessity	1	personal item	1397
barley	high-residue crop	1	crop	1069
rice	high-residue crop	1	crop	2171
sorghum	high-residue crop	1	crop	1066
wedding	community social program	1	occasion	3480
target	national pharmacy chain	1	retailer	1285
rice	dish meal	1	crop	2171
vegetable	dish meal	1	healthy food	1647
water	sea issue	1	fluid	2506
air	sea issue	1	fluid	1128
water	sea issue	1	utility	2502
water	carrier solution	1	fluid	2506
water	carrier solution	1	utility	2502
oil	central ministry	1	fossil fuel	2811
meditation	media rich element	1	relaxation technique	2166
smartphone	information platform	1	mobile device	3700
tomato	in	1	crop	1562
fruit	healthful alternative	1	healthy food	1069
vegetable	healthful alternative	1	healthy food	1647
age	news agency	1	demographic factor	2541
age	news agency	1	demographic information	2433
router	news agency	1	network device	1163
rice	stapes	1	crop	2171
toy	comforting item	1	small dog breed	1974
gas	test function	1	utility	1596
barley	cool season plant	1	crop	1069
gas	selecting option	1	utility	1596
silk	apron	1	fabric	1076
gender	specialist topic	1	demographic characteristic	1337
gender	specialist topic	1	demographic factor	1507
gender	specialist topic	1	demographic information	1785
gas	life line	1	utility	1596
water	case service	1	fluid	2506
lawyer	case service	1	professional	2857
gas	case service	1	utility	1596
water	case service	1	utility	2502
christmas	seasonal variation	1	occasion	1053
aspirin	symbolic gift	1	nsaid	1116
aspirin	symbolic gift	1	medication	1998
psychology	useless subject	1	discipline	1605
tomato	product offering	1	crop	1562
toy	small dog breed	1974	special-purpose device	1
toy	small dog breed	1974	shared item	1
toy	small dog breed	1974	raw material	1
toy	small dog breed	1974	practical item	1
toy	small dog breed	1974	precautionary measure	1
toy	small dog breed	1974	promotional material	1
toy	small dog breed	1974	durable goods	1
toy	small dog breed	1974	party supply	1
toy	small dog breed	1974	comforting item	1
toy	small dog breed	1974	training aid	1
toy	small dog breed	1974	basic item	1
toy	small dog breed	1974	social custom	1
toy	small dog breed	1974	cooperation	1
toy	small dog breed	1974	interesting technique	1
toy	small dog breed	1974	quiet activity	1
toy	small dog breed	1974	valuable personal item	1
toy	small dog breed	1974	nice extra touch	1
toy	small dog breed	1974	environmental surface	1
toy	small dog breed	1974	small wooden item	1
toy	small dog breed	1974	embodiment	1
toy	small dog breed	1974	entertainment	1
toy	small dog breed	1974	diversional activity	1
toy	small dog breed	1974	single item	1
toy	small dog breed	1974	domestic item	1
toy	small dog breed	1974	simple item	1
toy	small dog breed	1974	free essential goods	1
toy	small dog breed	1974	matching accessory	1
toy	small dog breed	1974	scale item	1
toy	small dog breed	1974	holiday item	1
toy	small dog breed	1974	key category	1
toy	small dog breed	1974	interesting object	1
toy	small dog breed	1974	material gift	1
toy	small dog breed	1974	local craft	1
toy	small dog breed	1974	retailer	1
toy	small dog breed	1974	wholesale market	1
toy	small dog breed	1974	material benefit	1
toy	small dog breed	1974	dry good	1
toy	small dog breed	1974	modern item	1
toy	small dog breed	1974	gently-used item	1
toy	small dog breed	1974	great christmas gift idea	1
toy	small dog breed	1974	easy item	1
toy	small dog breed	1974	relic	1
toy	small dog breed	1974	high margin product	1
toy	small dog breed	1974	utensil	1
toy	small dog breed	1974	mass produced item	1
toy	small dog breed	1974	expression	1
toy	small dog breed	1974	classic gift	1
toy	small dog breed	1974	competitive area	1
toy	small dog breed	1974	low tech product	1
toy	small dog breed	1974	local store	1
toy	small dog breed	1974	buy supply	1
toy	small dog breed	1974	non-porous surface	1
toy	small dog breed	1974	cheap raw material	1
toy	small dog breed	1974	optional item	1
toy	small dog breed	1974	content information	1
toy	small dog breed	1974	solid item	1
toy	small dog breed	1974	common household object	1
toy	small dog breed	1974	typical expense	1
toy	small dog breed	1974	souvenir item	1
toy	small dog breed	1974	light object	1
toy	small dog breed	1974	visitor	1
toy	small dog breed	1974	designer	1
toy	small dog breed	1974	discretionary retailer	1
toy	small dog breed	1974	educational and instructional material	1
toy	small dog breed	1974	big item	1
toy	small dog breed	1974	traditional object	1
toy	small dog breed	1974	travel accessory	1
toy	small dog breed	1974	big ticket item	1
toy	small dog breed	1974	touching surface	1
toy	small dog breed	1974	small design	1
toy	small dog breed	1974	derivative product	1
toy	small dog breed	1974	simple activity	1
toy	small dog breed	1974	decorative accessory	1
toy	small dog breed	1974	non-food product	1
toy	small dog breed	1974	free product	1
toy	small dog breed	1974	positive distraction	1
toy	small dog breed	1974	non-technical field	1
toy	small dog breed	1974	aspect of daily life	1
toy	small dog breed	1974	simple project	1
toy	small dog breed	1974	handmade craft	1
toy	small dog breed	1974	crucial information	1
toy	small dog breed	1974	long term expense	1
toy	small dog breed	1974	personal use item	1
toy	small dog breed	1974	household material	1
toy	small dog breed	1974	holiday favorite	1
toy	small dog breed	1974	electrical item	1
toy	small dog breed	1974	small job	1
toy	small dog breed	1974	functional topic	1
toy	small dog breed	1974	special	1
toy	small dog breed	1974	daily program	1
toy	small dog breed	1974	hunt	1
toy	small dog breed	1974	distracting item	1
toy	small dog breed	1974	door prize	1
toy	small dog breed	1974	day product	1
toy	small dog breed	1974	cultural item	1
toy	small dog breed	1974	permanent item	1
toy	small dog breed	1974	personal material	1
toy	small dog breed	1974	external object	1
toy	small dog breed	1974	apparatuses	1
toy	small dog breed	1974	plastic object	1
toy	small dog breed	1974	non-agricultural product	1
toy	small dog breed	1974	kid furniture	1
toy	small dog breed	1974	practical support	1
toy	small dog breed	1974	fragile item	1
toy	small dog breed	1974	family friendly feature	1
toy	small dog breed	1974	accomplishment	1
toy	small dog breed	1974	specialised area	1
toy	small dog breed	1974	curriculum material	1
toy	small dog breed	1974	training method	1
toy	small dog breed	1974	meaningful reward	1
toy	small dog breed	1974	key market sector	1
toy	small dog breed	1974	background object	1
toy	small dog breed	1974	white goods	1
toy	small dog breed	1974	shared surface	1
toy	small dog breed	1974	c item	1
toy	small dog breed	1974	non-cash gift	1
toy	small dog breed	1974	electric device	1
toy	small dog breed	1974	child's need	1
toy	small dog breed	1974	buying product	1
toy	small dog breed	1974	sharp or pointed object	1
toy	small dog breed	1974	bric-a-brac	1
toy	small dog breed	1974	household device	1
toy	small dog breed	1974	handcrafted product	1
toy	small dog breed	1974	decoration item	1
toy	small dog breed	1974	secondary item	1
toy	small dog breed	1974	traditional player	1
toy	small dog breed	1974	danger area	1
toy	small dog breed	1974	iitems	1
toy	small dog breed	1974	sub-sectors	1
toy	small dog breed	1974	prize donation	1
nausea	biological and neurological process	1	gastrointestinal symptom	1229
platinum	photocatalysts	1	preciou metal	1172
age	heritable trait	1	demographic factor	2541
fruit	heritable trait	1	healthy food	1069
silver	opposite	1	preciou metal	1448
water	opposite	1	fluid	2506
antibiotic	everyday medication	1	medication	1777
ibuprofen	everyday medication	1	medication	1000
aspirin	everyday medication	1	medication	1998
gas	high profile industry	1	utility	1596
ginger	sulfur rich vegetable	1	spice	1528
corn	coarse food	1	crop	3243
rice	coarse food	1	crop	2171
name	consideration criterion	1	personal datum	1774
address	consideration criterion	1	personal datum	1249
water	organic binder	1	fluid	2506
water	organic binder	1	utility	2502
fruit	offer finger food	1	healthy food	1069
basil	adding stuff	1	herb	2090
rosemary	adding stuff	1	herb	1974
tomato	quick cooking veggie	1	crop	1562
doctor	bodily fluid	1	professional	3334
oil	publicly available datum	1	fossil fuel	2811
water	maintenance emergency	1	fluid	2506
gas	maintenance emergency	1	utility	1596
water	maintenance emergency	1	utility	2502
age	child related issue	1	demographic factor	2541
age	child related issue	1	demographic information	2433
wal mart	large commercial company	1	retailer	1317
mobile phone	allowance	1	mobile device	1009
dog	allowance	1	pet	2166
rice	allowance	1	crop	2171
dog	allowance	1	domestic animal	1039
silk	fascinating character	1	fabric	1076
wal mart	corporate credit card	1	retailer	1317
water	fig	1	fluid	2506
water	fig	1	utility	2502
name	personal datum	1774	word answer	1
name	personal datum	1774	friend	1
name	personal datum	1774	instructor information	1
name	personal datum	1774	academic	1
name	personal datum	1774	consideration criterion	1
address	personal datum	1249	consideration criterion	1
name	personal datum	1774	button property	1
address	personal datum	1249	payment related information	1
name	personal datum	1774	signs	1
name	personal datum	1774	optional provision	1
name	personal datum	1774	product info	1
address	personal datum	1249	informative datum	1
address	personal datum	1249	advanced feature	1
name	personal datum	1774	key value	1
address	personal datum	1249	formal information	1
name	personal datum	1774	fixed datum	1
address	personal datum	1249	datum entry error	1
address	personal datum	1249	instrumental purpose	1
address	personal datum	1249	unrelated entity	1
name	personal datum	1774	basic essential	1
name	personal datum	1774	tell-tale sign	1
name	personal datum	1774	printed datum	1
address	personal datum	1249	printed datum	1
address	personal datum	1249	institutional information	1
address	personal datum	1249	implementation concept	1
name	personal datum	1774	basic communication skill	1
name	personal datum	1774	custom graphic	1
name	personal datum	1774	datum member	1
address	personal datum	1249	manufacturer information	1
name	personal datum	1774	visible symbol	1
name	personal datum	1774	medium information	1
name	personal datum	1774	route datum	1
name	personal datum	1774	linguistic term	1
name	personal datum	1774	invisible item	1
address	personal datum	1249	simple element	1
name	personal datum	1774	surface information	1
address	personal datum	1249	word information	1
address	personal datum	1249	participant datum	1
address	personal datum	1249	enquires	1
address	personal datum	1249	system state information	1
name	personal datum	1774	small issue	1
name	personal datum	1774	limited characteristic	1
address	personal datum	1249	customer account datum	1
name	personal datum	1774	soil information	1
name	personal datum	1774	process setting	1
address	personal datum	1249	personal datum information	1
name	personal datum	1774	proper information	1
address	personal datum	1249	proper information	1
address	personal datum	1249	extensive information	1
address	personal datum	1249	follow up procedure	1
address	personal datum	1249	nonpublic information	1
name	personal datum	1774	best quality	1
name	personal datum	1774	small defect	1
address	personal datum	1249	accompanying datum	1
name	personal datum	1774	design attribute	1
name	personal datum	1774	japanese culture	1
name	personal datum	1774	book information	1
address	personal datum	1249	vocabulary	1
name	personal datum	1774	registration change	1
address	personal datum	1249	registration change	1
name	personal datum	1774	linguistic entity	1
name	personal datum	1774	vitals	1
address	personal datum	1249	vitals	1
name	personal datum	1774	call information	1
name	personal datum	1774	email	1
name	personal datum	1774	employee profile information	1
address	personal datum	1249	employee profile information	1
address	personal datum	1249	sub type	1
address	personal datum	1249	error value	1
name	personal datum	1774	search item	1
name	personal datum	1774	contextual material	1
name	personal datum	1774	content information	1
address	personal datum	1249	content information	1
name	personal datum	1774	environment information	1
name	personal datum	1774	root	1
address	personal datum	1249	recorder	1
address	personal datum	1249	back up material	1
name	personal datum	1774	differentiating factor	1
name	personal datum	1774	key property	1
name	personal datum	1774	type keyword	1
name	personal datum	1774	textual attribute	1
address	personal datum	1249	textual attribute	1
address	personal datum	1249	aspect of personal life	1
address	personal datum	1249	common task	1
address	personal datum	1249	commercial information	1
name	personal datum	1774	public domain information	1
address	personal datum	1249	transaction	1
name	personal datum	1774	optional service	1
name	personal datum	1774	international player	1
name	personal datum	1774	peripheral datum	1
name	personal datum	1774	product s attribute	1
name	personal datum	1774	valid contact information	1
name	personal datum	1774	information point	1
name	personal datum	1774	contemporary artist	1
name	personal datum	1774	pen	1
address	personal datum	1249	entry field	1
name	personal datum	1774	vital customer information	1
address	personal datum	1249	vital customer information	1
address	personal datum	1249	members information	1
name	personal datum	1774	subelements	1
name	personal datum	1774	dvd information	1
name	personal datum	1774	text-based datum	1
address	personal datum	1249	expansion card	1
name	personal datum	1774	pharmacy information	1
address	personal datum	1249	pharmacy information	1
address	personal datum	1249	convention	1
name	personal datum	1774	change request	1
address	personal datum	1249	change request	1
name	personal datum	1774	registration question	1
name	personal datum	1774	birth information	1
name	personal datum	1774	burial information	1
name	personal datum	1774	layer property	1
address	personal datum	1249	literal	1
address	personal datum	1249	advanced concept	1
address	personal datum	1249	attribute name	1
name	personal datum	1774	green car	1
name	personal datum	1774	layout	1
address	personal datum	1249	layout	1
name	personal datum	1774	page information	1
address	personal datum	1249	page information	1
name	personal datum	1774	credit information	1
name	personal datum	1774	standard identifier	1
address	personal datum	1249	standard identifier	1
address	personal datum	1249	automated tool	1
address	personal datum	1249	simple clerical error	1
name	personal datum	1774	company specific	1
address	personal datum	1249	datum set	1
address	personal datum	1249	facility attribute	1
name	personal datum	1774	accuracy	1
name	personal datum	1774	innovator	1
name	personal datum	1774	breakout	1
address	personal datum	1249	park information	1
name	personal datum	1774	basic school information	1
name	personal datum	1774	discrete measure	1
address	personal datum	1249	job specific information	1
name	personal datum	1774	product field	1
name	personal datum	1774	customer specific datum	1
address	personal datum	1249	simple error	1
name	personal datum	1774	aspect of datum quality	1
name	personal datum	1774	generic keyword	1
name	personal datum	1774	simple project	1
name	personal datum	1774	real world information	1
address	personal datum	1249	real world information	1
address	personal datum	1249	bus signal	1
name	personal datum	1774	list element	1
address	personal datum	1249	list element	1
address	personal datum	1249	activity information	1
address	personal datum	1249	extended information	1
name	personal datum	1774	personal and business information	1
address	personal datum	1249	personal and business information	1
name	personal datum	1774	datum flow	1
name	personal datum	1774	simple datum item	1
address	personal datum	1249	simple datum item	1
name	personal datum	1774	state specific information	1
address	personal datum	1249	state specific information	1
address	personal datum	1249	license information	1
name	personal datum	1774	signage	1
name	personal datum	1774	transfer information	1
name	personal datum	1774	rich information	1
address	personal datum	1249	rich information	1
